127.0.0.1 - - [29/May/2015:08:17:50 +0200] "GET /Esite/images/icon5.jpg HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2015:08:17:50 +0200] "GET /Esite/images/icon6.jpg HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2015:08:17:50 +0200] "GET /Esite/images/icon7.jpg HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2015:08:17:50 +0200] "GET /Esite/images/i1.jpg HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2015:08:17:50 +0200] "GET /Esite/images/i2.jpg HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2015:08:17:50 +0200] "GET /Esite/images/i3.jpg HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2015:08:17:50 +0200] "GET /Esite/images/i4.jpg HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2015:08:17:50 +0200] "GET /Esite/images/i5.jpg HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2015:08:17:50 +0200] "GET /Esite/images/i6.jpg HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2015:08:17:50 +0200] "GET /Esite/images/i_zoom.jpg HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2015:08:17:50 +0200] "GET /Esite/images/payment.png HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2015:08:17:50 +0200] "GET /Esite/js/jquery.magnific-popup.js HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2015:08:17:50 +0200] "GET /Esite/images/1.jpg HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2015:08:17:50 +0200] "GET /Esite/images/img-sprite.png HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2015:08:17:50 +0200] "GET /Esite/images/search.png HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2015:08:17:50 +0200] "GET /Esite/images/fb.png HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2015:08:17:50 +0200] "GET /Esite/images/tw.png HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2015:08:17:50 +0200] "GET /Esite/images/pin.png HTTP/1.1" 304 -
127.0.0.1 - - [29/May/2015:08:18:19 +0200] "GET /Esite/checkout.jsp HTTP/1.1" 500 3101
127.0.0.1 - - [29/May/2015:08:18:37 +0200] "GET /Esite/checkout.jsp HTTP/1.1" 200 10391
127.0.0.1 - - [29/May/2015:08:18:38 +0200] "GET /Esite/js/jquery.wmuSlider.js HTTP/1.1" 404 1018
127.0.0.1 - - [29/May/2015:08:19:41 +0200] "GET /Esite/checkout.jsp HTTP/1.1" 200 10105
127.0.0.1 - - [29/May/2015:08:19:41 +0200] "GET /Esite/js/jquery.wmuSlider.js HTTP/1.1" 404 1018
